seed,mean_return,std_return,mean_length,std_length,mean_accuracy,std_accuracy,mean_1_off_accuracy,std_1_off_accuracy
2,-17.014,0.31273631065164154,1.0,0.0,0.1693888888888889,0.36948027812851647,0.49622222222222223,0.49407706701297943
