seed,mean_return,std_return,mean_length,std_length
1,3627.2939537193033,1660.0132138801905,765.4666666666667,328.04712398610593
2,4333.517921483272,1204.584540904315,894.5333333333333,235.79620202388526
3,3847.42657329741,1307.0428659914483,813.4,260.4797624896542
