mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
1.0773658880816075,4.037635626790885,6.0,0.0,0.18,0.85,0.95,0.754,0.75,0.0,0.05483333333333333,0.0
