Timesteps,episode_reward
1000,17133.0
2000,17119.0
3000,17126.0
4000,17126.0
5000,17133.0
6000,17140.0
7000,17133.0
8000,17119.0
9000,17133.0
10000,17140.0
11000,17140.0
12000,17119.0
13000,17140.0
14000,17133.0
15000,17140.0
16000,17133.0
17000,17112.0
18000,17140.0
19000,17154.0
20000,17140.0
