seed,mean_return,std_return,mean_length,std_length
1,471.20232435316893,391.48751626297695,439.0,378.40639529479415
2,261.69834932358856,296.91222213596444,246.0,262.4240842605724
3,456.8004633256476,407.92629229020923,437.0,378.0695703174219
