mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.0701157039202323,4.421706542952126,6.0,0.0,0.45,0.01,0.0,0.013999999999999999,0.632,6.499999999999999,0.10300000000000002,0.75,0.38833471117606966,1
