mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.0412412391159613,4.432054587636894,6.0,0.0,2.01,0.868,0.98,0.8079999999999999,0.682,0.0,-0.002166666666666668,0.0,0.04612237173478845,1
