Epoch #1: episode_reward: 17112.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.692 ± 0.000,                               episode_1_off_accuracy: 0.713 ± 0.000
Epoch #734: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.176 ± 0.000,                               episode_1_off_accuracy: 0.487 ± 0.000
Epoch #735: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.177 ± 0.000,                               episode_1_off_accuracy: 0.467 ± 0.000
Epoch #736: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.479 ± 0.000
Epoch #737: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.174 ± 0.000,                               episode_1_off_accuracy: 0.474 ± 0.000
Epoch #738: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.186 ± 0.000,                               episode_1_off_accuracy: 0.466 ± 0.000
Epoch #739: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.199 ± 0.000,                               episode_1_off_accuracy: 0.475 ± 0.000
Epoch #740: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.158 ± 0.000,                               episode_1_off_accuracy: 0.509 ± 0.000
Epoch #741: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.172 ± 0.000,                               episode_1_off_accuracy: 0.502 ± 0.000
Epoch #742: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.168 ± 0.000,                               episode_1_off_accuracy: 0.492 ± 0.000
Epoch #743: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.179 ± 0.000,                               episode_1_off_accuracy: 0.488 ± 0.000
Epoch #744: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.182 ± 0.000,                               episode_1_off_accuracy: 0.481 ± 0.000
Epoch #745: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.174 ± 0.000,                               episode_1_off_accuracy: 0.511 ± 0.000
Epoch #746: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.182 ± 0.000,                               episode_1_off_accuracy: 0.477 ± 0.000
Epoch #747: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.170 ± 0.000,                               episode_1_off_accuracy: 0.458 ± 0.000
Epoch #748: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.169 ± 0.000,                               episode_1_off_accuracy: 0.478 ± 0.000
Epoch #749: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.172 ± 0.000,                               episode_1_off_accuracy: 0.479 ± 0.000
Epoch #750: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.187 ± 0.000,                               episode_1_off_accuracy: 0.475 ± 0.000
Epoch #751: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.162 ± 0.000,                               episode_1_off_accuracy: 0.482 ± 0.000
Epoch #752: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.184 ± 0.000,                               episode_1_off_accuracy: 0.467 ± 0.000
Epoch #753: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.183 ± 0.000,                               episode_1_off_accuracy: 0.502 ± 0.000
Epoch #754: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.174 ± 0.000,                               episode_1_off_accuracy: 0.478 ± 0.000
Epoch #755: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.177 ± 0.000,                               episode_1_off_accuracy: 0.509 ± 0.000
Epoch #756: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.184 ± 0.000,                               episode_1_off_accuracy: 0.509 ± 0.000
Epoch #757: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.183 ± 0.000,                               episode_1_off_accuracy: 0.486 ± 0.000
Epoch #758: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.159 ± 0.000,                               episode_1_off_accuracy: 0.449 ± 0.000
Epoch #759: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.165 ± 0.000,                               episode_1_off_accuracy: 0.473 ± 0.000
Epoch #760: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.152 ± 0.000,                               episode_1_off_accuracy: 0.471 ± 0.000
Epoch #761: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.131 ± 0.000,                               episode_1_off_accuracy: 0.424 ± 0.000
Epoch #762: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.122 ± 0.000,                               episode_1_off_accuracy: 0.474 ± 0.000
Epoch #763: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.153 ± 0.000,                               episode_1_off_accuracy: 0.475 ± 0.000
Epoch #764: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.156 ± 0.000,                               episode_1_off_accuracy: 0.487 ± 0.000
Epoch #765: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.165 ± 0.000,                               episode_1_off_accuracy: 0.503 ± 0.000
Epoch #766: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.154 ± 0.000,                               episode_1_off_accuracy: 0.500 ± 0.000
Epoch #767: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.128 ± 0.000,                               episode_1_off_accuracy: 0.466 ± 0.000
Epoch #768: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.146 ± 0.000,                               episode_1_off_accuracy: 0.438 ± 0.000
Epoch #769: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.153 ± 0.000,                               episode_1_off_accuracy: 0.448 ± 0.000
Epoch #770: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.173 ± 0.000,                               episode_1_off_accuracy: 0.478 ± 0.000
Epoch #771: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.171 ± 0.000,                               episode_1_off_accuracy: 0.479 ± 0.000
Epoch #772: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.172 ± 0.000,                               episode_1_off_accuracy: 0.475 ± 0.000
Epoch #773: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.175 ± 0.000,                               episode_1_off_accuracy: 0.486 ± 0.000
Epoch #774: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.180 ± 0.000,                               episode_1_off_accuracy: 0.484 ± 0.000
Epoch #775: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.135 ± 0.000,                               episode_1_off_accuracy: 0.428 ± 0.000
Epoch #776: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.168 ± 0.000,                               episode_1_off_accuracy: 0.457 ± 0.000
Epoch #777: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.155 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #778: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.188 ± 0.000,                               episode_1_off_accuracy: 0.489 ± 0.000
Epoch #779: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.189 ± 0.000,                               episode_1_off_accuracy: 0.516 ± 0.000
Epoch #780: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.165 ± 0.000,                               episode_1_off_accuracy: 0.507 ± 0.000
Epoch #781: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.162 ± 0.000,                               episode_1_off_accuracy: 0.492 ± 0.000
Epoch #782: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.144 ± 0.000,                               episode_1_off_accuracy: 0.467 ± 0.000
Epoch #783: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.130 ± 0.000,                               episode_1_off_accuracy: 0.465 ± 0.000
Epoch #784: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.167 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #785: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.138 ± 0.000,                               episode_1_off_accuracy: 0.462 ± 0.000
Epoch #786: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.173 ± 0.000,                               episode_1_off_accuracy: 0.483 ± 0.000
Epoch #787: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.145 ± 0.000,                               episode_1_off_accuracy: 0.452 ± 0.000
Epoch #788: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.172 ± 0.000,                               episode_1_off_accuracy: 0.501 ± 0.000
Epoch #789: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.148 ± 0.000,                               episode_1_off_accuracy: 0.416 ± 0.000
Epoch #790: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.179 ± 0.000,                               episode_1_off_accuracy: 0.490 ± 0.000
Epoch #791: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.201 ± 0.000,                               episode_1_off_accuracy: 0.498 ± 0.000
Epoch #792: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.190 ± 0.000,                               episode_1_off_accuracy: 0.533 ± 0.000
Epoch #793: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.144 ± 0.000,                               episode_1_off_accuracy: 0.490 ± 0.000
Epoch #794: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.154 ± 0.000,                               episode_1_off_accuracy: 0.504 ± 0.000
Epoch #795: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.166 ± 0.000,                               episode_1_off_accuracy: 0.461 ± 0.000
Epoch #796: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.182 ± 0.000,                               episode_1_off_accuracy: 0.510 ± 0.000
Epoch #797: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.138 ± 0.000,                               episode_1_off_accuracy: 0.457 ± 0.000
Epoch #798: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.151 ± 0.000,                               episode_1_off_accuracy: 0.459 ± 0.000
Epoch #799: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.150 ± 0.000,                               episode_1_off_accuracy: 0.426 ± 0.000
Epoch #800: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.169 ± 0.000,                               episode_1_off_accuracy: 0.459 ± 0.000
Epoch #801: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.174 ± 0.000,                               episode_1_off_accuracy: 0.494 ± 0.000
Epoch #802: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.189 ± 0.000,                               episode_1_off_accuracy: 0.512 ± 0.000
Epoch #803: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.177 ± 0.000,                               episode_1_off_accuracy: 0.511 ± 0.000
Epoch #804: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.137 ± 0.000,                               episode_1_off_accuracy: 0.462 ± 0.000
Epoch #805: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.144 ± 0.000,                               episode_1_off_accuracy: 0.482 ± 0.000
Epoch #806: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.197 ± 0.000,                               episode_1_off_accuracy: 0.504 ± 0.000
Epoch #807: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.171 ± 0.000,                               episode_1_off_accuracy: 0.452 ± 0.000
Epoch #808: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.168 ± 0.000,                               episode_1_off_accuracy: 0.476 ± 0.000
Epoch #809: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.152 ± 0.000,                               episode_1_off_accuracy: 0.459 ± 0.000
Epoch #810: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.143 ± 0.000,                               episode_1_off_accuracy: 0.478 ± 0.000
Epoch #811: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.154 ± 0.000,                               episode_1_off_accuracy: 0.451 ± 0.000
Epoch #812: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.131 ± 0.000,                               episode_1_off_accuracy: 0.464 ± 0.000
Epoch #813: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.163 ± 0.000,                               episode_1_off_accuracy: 0.477 ± 0.000
Epoch #814: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.488 ± 0.000
Epoch #815: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.192 ± 0.000,                               episode_1_off_accuracy: 0.517 ± 0.000
Epoch #816: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.195 ± 0.000,                               episode_1_off_accuracy: 0.519 ± 0.000
Epoch #817: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.135 ± 0.000,                               episode_1_off_accuracy: 0.476 ± 0.000
Epoch #818: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.182 ± 0.000,                               episode_1_off_accuracy: 0.496 ± 0.000
Epoch #819: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.549 ± 0.000
Epoch #820: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.178 ± 0.000,                               episode_1_off_accuracy: 0.493 ± 0.000
Epoch #821: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.166 ± 0.000,                               episode_1_off_accuracy: 0.464 ± 0.000
Epoch #822: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.168 ± 0.000,                               episode_1_off_accuracy: 0.501 ± 0.000
Epoch #823: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.190 ± 0.000,                               episode_1_off_accuracy: 0.499 ± 0.000
Epoch #824: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.205 ± 0.000,                               episode_1_off_accuracy: 0.500 ± 0.000
Epoch #825: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.200 ± 0.000,                               episode_1_off_accuracy: 0.503 ± 0.000
Epoch #826: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.169 ± 0.000,                               episode_1_off_accuracy: 0.482 ± 0.000
Epoch #827: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.174 ± 0.000,                               episode_1_off_accuracy: 0.481 ± 0.000
Epoch #828: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.189 ± 0.000,                               episode_1_off_accuracy: 0.514 ± 0.000
Epoch #829: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.163 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #830: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.169 ± 0.000,                               episode_1_off_accuracy: 0.501 ± 0.000
Epoch #831: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.155 ± 0.000,                               episode_1_off_accuracy: 0.506 ± 0.000
Epoch #832: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.193 ± 0.000,                               episode_1_off_accuracy: 0.498 ± 0.000
Epoch #833: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.158 ± 0.000,                               episode_1_off_accuracy: 0.523 ± 0.000
Epoch #834: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.187 ± 0.000,                               episode_1_off_accuracy: 0.491 ± 0.000
Epoch #835: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.189 ± 0.000,                               episode_1_off_accuracy: 0.480 ± 0.000
Epoch #836: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.150 ± 0.000,                               episode_1_off_accuracy: 0.466 ± 0.000
Epoch #837: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.162 ± 0.000,                               episode_1_off_accuracy: 0.474 ± 0.000
Epoch #838: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.193 ± 0.000,                               episode_1_off_accuracy: 0.486 ± 0.000
Epoch #839: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.163 ± 0.000,                               episode_1_off_accuracy: 0.446 ± 0.000
Epoch #840: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.152 ± 0.000,                               episode_1_off_accuracy: 0.483 ± 0.000
Epoch #841: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.157 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #842: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.162 ± 0.000,                               episode_1_off_accuracy: 0.469 ± 0.000
Epoch #843: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.171 ± 0.000,                               episode_1_off_accuracy: 0.491 ± 0.000
Epoch #844: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.183 ± 0.000,                               episode_1_off_accuracy: 0.507 ± 0.000
Epoch #845: episode_reward: 17119.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.162 ± 0.000,                               episode_1_off_accuracy: 0.501 ± 0.000
Epoch #846: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.170 ± 0.000,                               episode_1_off_accuracy: 0.517 ± 0.000
Epoch #847: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.160 ± 0.000,                               episode_1_off_accuracy: 0.466 ± 0.000
Epoch #848: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.138 ± 0.000,                               episode_1_off_accuracy: 0.461 ± 0.000
Epoch #849: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.150 ± 0.000,                               episode_1_off_accuracy: 0.465 ± 0.000
Epoch #850: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.457 ± 0.000
Epoch #851: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.149 ± 0.000,                               episode_1_off_accuracy: 0.418 ± 0.000
Epoch #852: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.166 ± 0.000,                               episode_1_off_accuracy: 0.483 ± 0.000
Epoch #853: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.159 ± 0.000,                               episode_1_off_accuracy: 0.446 ± 0.000
Epoch #854: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.157 ± 0.000,                               episode_1_off_accuracy: 0.459 ± 0.000
Epoch #855: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.141 ± 0.000,                               episode_1_off_accuracy: 0.444 ± 0.000
Epoch #856: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.158 ± 0.000,                               episode_1_off_accuracy: 0.466 ± 0.000
Epoch #857: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.159 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #858: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.153 ± 0.000,                               episode_1_off_accuracy: 0.481 ± 0.000
Epoch #859: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.173 ± 0.000,                               episode_1_off_accuracy: 0.513 ± 0.000
Epoch #860: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.168 ± 0.000,                               episode_1_off_accuracy: 0.489 ± 0.000
Epoch #861: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.180 ± 0.000,                               episode_1_off_accuracy: 0.498 ± 0.000
Epoch #862: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.181 ± 0.000,                               episode_1_off_accuracy: 0.507 ± 0.000
Epoch #863: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.180 ± 0.000,                               episode_1_off_accuracy: 0.521 ± 0.000
Epoch #864: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.147 ± 0.000,                               episode_1_off_accuracy: 0.424 ± 0.000
Epoch #865: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.178 ± 0.000,                               episode_1_off_accuracy: 0.502 ± 0.000
Epoch #866: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.184 ± 0.000,                               episode_1_off_accuracy: 0.512 ± 0.000
Epoch #867: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.178 ± 0.000,                               episode_1_off_accuracy: 0.488 ± 0.000
Epoch #868: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.147 ± 0.000,                               episode_1_off_accuracy: 0.450 ± 0.000
Epoch #869: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.169 ± 0.000,                               episode_1_off_accuracy: 0.489 ± 0.000
Epoch #870: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.174 ± 0.000,                               episode_1_off_accuracy: 0.518 ± 0.000
Epoch #871: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.175 ± 0.000,                               episode_1_off_accuracy: 0.494 ± 0.000
Epoch #872: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.198 ± 0.000,                               episode_1_off_accuracy: 0.495 ± 0.000
Epoch #873: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.176 ± 0.000,                               episode_1_off_accuracy: 0.518 ± 0.000
Epoch #874: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.153 ± 0.000,                               episode_1_off_accuracy: 0.449 ± 0.000
Epoch #875: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.154 ± 0.000,                               episode_1_off_accuracy: 0.481 ± 0.000
Epoch #876: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.156 ± 0.000,                               episode_1_off_accuracy: 0.507 ± 0.000
Epoch #877: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.479 ± 0.000
Epoch #878: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.176 ± 0.000,                               episode_1_off_accuracy: 0.500 ± 0.000
Epoch #879: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.173 ± 0.000,                               episode_1_off_accuracy: 0.521 ± 0.000
Epoch #880: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.172 ± 0.000,                               episode_1_off_accuracy: 0.480 ± 0.000
