mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
1.089672641971204,3.8947203846982412,6.0,0.0,1.53,0.8566666666666667,0.97,0.76,0.7725,0.0,-0.021333333333333333,0.0
