seed,mean_return,std_return,mean_length,std_length
1,8416.981721866983,4438.919774993329,1000.0,0.0
2,11772.224948939425,2105.4236170333206,1000.0,0.0
3,9621.824505875442,4871.81679933181,1000.0,0.0
