mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.5970469851506917,3.8506298753578623,6.0,0.0,2.04,0.0,0.0,0.005333333333333333,0.6016666666666667,6.166666666666665,0.0010000000000000018,1.02,0.1917474288785408,1
