mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.760707769437102,3.3887037591831435,6.0,0.0,5.42,0.8925,0.99,0.8516666666666667,0.7815000000000001,0.0,-0.15133333333333332,0.0,-0.44488766916886946,1
