mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
1.3451439229331317,3.786700908763073,6.0,0.0,0.57,0.872,0.9725,0.7991666666666667,0.789,0.0,-0.08716666666666666,0.0
