mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
0.8250507713089356,4.349009012058904,6.0,0.0,0.59,0.0,0.0,0.0,0.62,8.333333333333334,0.061833333333333344,0.1
