mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
1.7200074411686452,3.534711140870357,6.0,0.0,0.92,0.877,0.95,0.7718333333333334,0.6973333333333332,7.333333333333331,-0.111,0.24
