seed,mean_return,std_return,mean_length,std_length
1,-4.741275988680696,0.1300992032198221,6.0,0.0
2,20.924885071842304,1.8762123030203648,40.6,2.2449944320643644
3,-3.9695174074221833,3.103945184086133,20.7,2.0024984394500787

