avg_reward,acp,map_air,hr,puls,agg_air,unstable_pct,weaning_score,super_metric,seed
3.9155764886986977,0.3649999999999999,0.0,0.0,0.0,0.95,3.833333333333333,0.40266666666666656,0.08,1
