avg_reward,acp,map_air,hr,puls,agg_air,unstable_pct,weaning_score,super_metric,seed
4.342892362634887,0.44000000000000034,0.0,0.0,0.0,0.9,7.166666666666665,0.5233333333333331,0.07,1
