mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
3.5854974009429683,0,6,0,0.039603960396039604,0.0,0.0,0.0049504950495049506,0.0,7.755775577557755,-0.007920792079207921,0.039603960396039604
