mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
3.596021117589124,0,6,0,0.039603960396039604,0.0,0.0,0.0049504950495049506,0.0049504950495049506,7.755775577557755,-0.0059405940594059415,0.019801980198019802
