mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,seed
-0.004585598429657687,0,6,0,0.11,0.0,0.0,0.0,0.67,7.666666666666665,0.15466666666666665,0.33,1
