mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,seed
3.0610049834137874,0,6,0,0.20166666666666677,0.0,0.0,0.0,0.0,7.666666666666665,0.20499999999999996,0.15,1
