mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
3.171368758454618,0,6,0,0.009666666666666665,0.001,0.001,0.010199999999999999,0.002,6.750000000000009,-0.005400000000000002,0.04
