mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.7132100625608546,3.65461116868713,6.0,0.0,1.28,0.07,0.0,0.0545,0.6825,6.333333333333332,-0.05900000000000001,0.23,0.37676301876825635,1
