seed,mean_return,std_return,mean_length,std_length
1,22.281777202530986,1.0921174820602977,40.7,1.0999999999999999
2,23.345460091148258,1.1794694298263217,41.7,0.7810249675906654
3,23.10216713760833,1.1183486053163418,41.3,0.6403124237432849
