mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.435989846812652,3.994548027194663,6.0,0.0,1.85,0.0,0.0,0.0,0.617,6.166666666666665,0.0713333333333333,0.96,0.20559695404379552,1
