mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.7601660217691975,3.6552864241997276,6.0,0.0,1.85,0.8553333333333333,0.99,0.6890000000000001,0.6353333333333334,6.333333333333332,0.00583333333333333,0.85,0.28686647319742586,1
