seed,mean_return,std_return,mean_length,std_length
1,-312.06108189200427,113.26876553106611,1000.0,0.0
2,-350.9762101920278,124.16301873693583,1000.0,0.0
3,-286.28489331852893,84.17213081681653,1000.0,0.0
