mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
1.1480487834012465,4.006896981959502,6.0,0.0,0.09,0.871,0.99,0.7973333333333332,0.7633333333333334,0.0,-0.12766666666666665,0.0,0.44078130168704066,1
