seed,mean_return,std_return,mean_length,std_length
1,-62.1906718347549,762.8797090517467,1000.0,0.0
2,465.1570215718604,1185.161638121995,1000.0,0.0
3,-398.58740398520564,534.5981211807359,1000.0,0.0
