Timesteps,episode_reward
1000,-1.7552
2000,-1.3252
3000,355.6337
4000,1178.3171
5000,638.2697
6000,1130.9298
7000,1489.2119
8000,1809.2687
9000,2252.9575
10000,1319.4927
11000,318.5855
12000,-2.6417
