Timesteps,episode_reward_mean,episode_reward_std
1000,17129.5,3.5
2000,17122.5,3.5
3000,17126.0,0.0
4000,17129.5,3.5
5000,17126.0,7.0
6000,17122.5,17.5
7000,17133.0,0.0
8000,17122.5,3.5
9000,17133.0,0.0
10000,17136.5,3.5
11000,17136.5,3.5
12000,17129.5,10.5
13000,17140.0,0.0
14000,17136.5,3.5
15000,17140.0,0.0
16000,17129.5,3.5
17000,17126.0,14.0
18000,17136.5,3.5
19000,17147.0,7.0
20000,17129.5,10.5
