mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
1.1513108362594702,4.045724298725401,6.0,0.0,0.12,0.01,0.0,0.0,0.6591666666666666,7.5,0.0625,0.31
