mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
1.2699418009521337,3.9572371399502484,6.0,0.0,7.8,0.10833333333333332,0.03,0.1895,0.7914999999999999,7.5,-0.5686666666666664,4.14
