mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,mean_super
1.1734187210641935,3.9653222484762876,6.0,0.0,0.22,0.006999999999999999,0.0,0.0045000000000000005,0.6428333333333334,7.999999999999999,0.02916666666666666,0.3
