seed,mean_return,std_return,mean_length,std_length
1,-11.062675590813814,0.3544666093409355,22.0,0.0
2,30.553061684563158,1.0299410980857402,48.7,0.6403124237432849
3,38.216212889858745,0.2854767682305326,35.0,0.0
