seed,mean_return,std_return,mean_length,std_length
1,2081.823279748528,2157.748221978722,434.7,413.1259009067333
2,2241.929693149584,2286.036038411599,465.1,436.8227214786337
3,2246.1985255483423,2283.921413535879,465.7,436.3377247041562
