seed,mean_return,std_return,mean_length,std_length
1,26.23898007718278,7.862339616565267,145.3,9.11098238391448
2,117.64011953149934,97.53207330484298,144.0,92.56133101895198
3,30.13102876066342,9.212825493260752,137.3,11.322985472038724
