mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
0.7531905675308024,4.407119935984446,6.0,0.0,1.95,0.0045000000000000005,0.0,0.006999999999999999,0.6295000000000001,8.499999999999998,0.033666666666666664,0.87,-0.028042829740759306,1
