mean_return,std_return,mean_length,std_length,mean_acp,mean_map_air,mean_hr_air,mean_pulsatility_air,mean_aggregate_air,mean_unsafe_hours,mean_wean_score,super_metric,custom_metric,seed
0.8322616709458308,4.177415381510013,6.0,0.0,1.95,0.012,0.0,0.005,0.6103333333333334,8.333333333333334,0.009,0.53,-0.015554832049584105,1
