seed,mean_return,std_return,mean_length,std_length
1,-0.18689696078486015,0.7227268725036544,1000.0,0.0
2,-0.25629125759130106,0.7306468970092895,1000.0,0.0
3,-0.19434941871314912,0.7383252524855687,1000.0,0.0
