seed,mean_return,std_return,mean_length,std_length
1,86.03013933242629,33.08414472107355,198.7,33.190510692063775
2,6.468331055150038,0.37113087085618335,35.8,0.6
3,-2.565870230205229,0.3932381040892467,20.6,0.4898979485566356
